struct,nl,pers,eps,ej_t,acr_t,acp_t,ej_acr,d_real,d_pool,d_real_lo,d_real_hi,d_pool_lo,d_pool_hi,wilcoxon_p,n,degenerate_control,ej_acp
sign-flip-switch,low,long,large,0.9357142857142862,0.8625000000000002,0.730357142857143,0.855357142857143,0.07321428571428579,0.20535714285714288,0.01245535714285719,0.15000000000000008,0.13209821428571433,0.29642857142857154,0.0004339135941093194,20,False,0.6642857142857144
sign-flip-switch,low,long,extreme,0.7750000000000001,0.8857142857142859,0.9035714285714288,0.855357142857143,-0.11071428571428572,-0.12857142857142861,-0.20714285714285716,-0.033928571428571405,-0.24290178571428575,-0.026785714285714322,0.04278404536403092,20,False,0.6642857142857144
sign-flip-switch,med,short,small,0.9446428571428575,0.6142857142857142,0.47857142857142865,0.7071428571428574,0.33035714285714285,0.46607142857142864,0.23571428571428568,0.44107142857142867,0.3214285714285714,0.633973214285714,1.9073486328125e-06,20,False,0.5767857142857143
sign-flip-switch,med,short,med,0.9464285714285717,0.6178571428571428,0.4821428571428573,0.7071428571428574,0.32857142857142857,0.4642857142857143,0.2303125,0.42683035714285705,0.3142857142857142,0.6268303571428568,1.9073486328125e-06,20,False,0.5767857142857143
sign-flip-switch,med,short,large,0.9553571428571432,0.6660714285714285,0.5321428571428573,0.7071428571428574,0.28928571428571426,0.42321428571428577,0.20892857142857144,0.38035714285714284,0.2838839285714286,0.5803571428571427,8.844915021211901e-05,20,False,0.5767857142857143
sign-flip-switch,med,short,extreme,0.8910714285714286,0.8089285714285717,0.7089285714285717,0.7071428571428574,0.08214285714285711,0.18214285714285716,0.016071428571428535,0.15897321428571404,0.11607142857142858,0.2571428571428572,0.00012765501358558444,20,False,0.5767857142857143
sign-flip-switch,med,medium,small,0.9410714285714287,0.675,0.4589285714285715,0.7696428571428574,0.2660714285714285,0.4821428571428572,0.18571428571428572,0.3517857142857143,0.33035714285714285,0.6375000000000001,8.844915021211901e-05,20,False,0.5607142857142857
sign-flip-switch,med,medium,med,0.9410714285714287,0.675,0.4589285714285715,0.7696428571428574,0.2660714285714285,0.4821428571428572,0.1875,0.35,0.3375,0.6553571428571429,8.844915021211901e-05,20,False,0.5607142857142857
sign-flip-switch,med,medium,large,0.9589285714285717,0.7107142857142857,0.49821428571428583,0.7696428571428574,0.24821428571428567,0.46071428571428574,0.16964285714285718,0.33928571428571425,0.3089285714285714,0.6232142857142857,8.807368035275503e-05,20,False,0.5607142857142857
sign-flip-switch,med,medium,extreme,0.9339285714285717,0.8178571428571431,0.6357142857142859,0.7696428571428574,0.11607142857142852,0.29821428571428577,0.06785714285714281,0.16249999999999992,0.1982142857142858,0.40897321428571415,8.819870204194453e-05,20,False,0.5607142857142857
sign-flip-switch,med,long,small,0.9482142857142859,0.7250000000000003,0.45535714285714296,0.8142857142857146,0.22321428571428573,0.492857142857143,0.1464285714285714,0.3232142857142857,0.3410267857142858,0.655357142857143,8.819870204194453e-05,20,False,0.5589285714285716
sign-flip-switch,med,long,med,0.9500000000000002,0.7267857142857146,0.46071428571428585,0.8142857142857146,0.22321428571428573,0.48928571428571443,0.14464285714285713,0.31968749999999985,0.3410714285714286,0.6589285714285713,8.819870204194453e-05,20,False,0.5589285714285716
sign-flip-switch,med,long,large,0.9625000000000001,0.7464285714285717,0.4857142857142859,0.8142857142857146,0.21607142857142853,0.4767857142857143,0.1428571428571428,0.30892857142857133,0.33392857142857146,0.6499999999999999,8.819870204194453e-05,20,False,0.5589285714285716
sign-flip-switch,med,long,extreme,0.955357142857143,0.778571428571429,0.5625000000000001,0.8142857142857146,0.17678571428571424,0.39285714285714285,0.12321428571428569,0.23214285714285712,0.26607142857142857,0.5232142857142857,0.0001314204445389205,20,False,0.5589285714285716
sign-flip-switch,high,short,small,0.9214285714285715,0.5714285714285715,0.3375,0.7160714285714287,0.35,0.5839285714285716,0.23566964285714279,0.4696874999999998,0.40892857142857153,0.7679017857142856,0.0001318338889828333,20,False,0.46607142857142875
sign-flip-switch,high,short,med,0.9214285714285715,0.5714285714285715,0.3375,0.7160714285714287,0.35,0.5839285714285716,0.23745535714285712,0.47321428571428575,0.4106696428571429,0.7804017857142855,0.0001318338889828333,20,False,0.46607142857142875
sign-flip-switch,high,short,large,0.9285714285714288,0.6071428571428571,0.3839285714285715,0.7160714285714287,0.32142857142857145,0.5446428571428573,0.2142410714285714,0.44464285714285723,0.3767857142857144,0.7321428571428572,0.0001114228654633665,20,False,0.46607142857142875
sign-flip-switch,high,short,extreme,0.9303571428571434,0.6892857142857144,0.49107142857142866,0.7160714285714287,0.24107142857142855,0.43928571428571433,0.14642857142857144,0.3571874999999998,0.27142857142857146,0.6107142857142857,0.0001292241054056632,20,False,0.46607142857142875
sign-flip-switch,high,medium,small,0.9089285714285718,0.6107142857142858,0.31428571428571433,0.7517857142857146,0.29821428571428565,0.5946428571428573,0.20357142857142857,0.3910714285714286,0.41071428571428575,0.7875892857142853,0.0001318338889828333,20,False,0.46071428571428585
sign-flip-switch,high,medium,med,0.9089285714285718,0.6107142857142858,0.31428571428571433,0.7517857142857146,0.29821428571428565,0.5946428571428573,0.20888392857142848,0.3910714285714286,0.41245535714285714,0.7821874999999999,0.0001318338889828333,20,False,0.46071428571428585
sign-flip-switch,high,medium,large,0.9285714285714288,0.6482142857142857,0.35535714285714287,0.7517857142857146,0.28035714285714286,0.5732142857142859,0.18928571428571433,0.3678571428571429,0.3981696428571429,0.767857142857143,0.00013162704518922692,20,False,0.46071428571428585
sign-flip-switch,high,medium,extreme,0.9285714285714288,0.7089285714285714,0.42857142857142866,0.7517857142857146,0.2196428571428572,0.5000000000000001,0.13566964285714284,0.31075892857142845,0.33214285714285724,0.6804017857142857,0.00013121408685711018,20,False,0.46071428571428585
sign-flip-switch,high,long,small,0.9250000000000004,0.7500000000000002,0.3464285714285714,0.8642857142857145,0.175,0.5785714285714285,0.10892857142857142,0.25540178571428557,0.3963839285714286,0.780357142857143,0.0001314204445389205,20,False,0.46071428571428585
sign-flip-switch,high,long,med,0.916071428571429,0.7410714285714286,0.33571428571428574,0.8642857142857145,0.175,0.5803571428571429,0.11071428571428565,0.25535714285714284,0.39459821428571445,0.7660714285714286,0.0001314204445389205,20,False,0.46071428571428585
sign-flip-switch,high,long,large,0.9410714285714288,0.7875000000000001,0.39642857142857146,0.8642857142857145,0.15357142857142853,0.5446428571428571,0.08749999999999994,0.24111607142857122,0.3517857142857143,0.7517857142857143,0.0001318338889828333,20,False,0.46071428571428585
sign-flip-switch,high,long,extreme,0.9375000000000006,0.8071428571428573,0.43392857142857144,0.8642857142857145,0.13035714285714284,0.5035714285714286,0.05892857142857142,0.21616071428571387,0.32857142857142857,0.7017857142857145,0.0001202578206387046,20,False,0.46071428571428585
